area_sqft,bhk,location,price,price_unit,property_type,scraped_at,title,url
1400,3,Chennai,90.0,Lac,Apartment,2026-02-19T17:09:37.933950,"3 BHK Flat  For Sale in Hiranandani Palace Gardens,Oragadam, Chennai",https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Sale-Oragadam-in-Chennai&id=4d423635363939343531
1710,3,Hyderabad,1.15,Cr,Apartment,2026-02-19T17:09:38.373546,"3 BHK Flat For Sale inSri Raj Garuda RoyalBowrampet, Hyderabad",https://www.magicbricks.com/propertyDetails/3-BHK-1710-Sq-ft-Multistorey-Apartment-FOR-Sale-Bowrampet-in-Hyderabad&id=4d423832333531343537
645,2,Pune,42.0,Lac,Apartment,2026-02-19T17:09:40.904248,"2 BHK Flat  For Sale in Shaama Estate Phase II,Alandi Road, Pune",https://www.magicbricks.com/propertyDetails/2-BHK-896-Sq-ft-Multistorey-Apartment-FOR-Sale-Alandi-Road-in-Pune&id=4d423735373037393331
985,3,Chennai,91.0,Lac,Apartment,2026-02-19T17:09:44.301914,"3 BHK Flat  For Sale in Charan Enclave,Athipet, Chennai",https://www.magicbricks.com/propertyDetails/3-BHK-1341-Sq-ft-Multistorey-Apartment-FOR-Sale-Athipet-in-Chennai&id=4d423738313034343935
1886,3,Hyderabad,93.5,Lac,Apartment,2026-02-19T17:09:44.647481,"1886 Sq-ft  3 BHK Flat  For Sale inYapral, Hyderabad",https://www.magicbricks.com/propertyDetails/3-BHK-1886-Sq-ft-Multistorey-Apartment-FOR-Sale-Yapral-in-Hyderabad&id=4d423731313333393237
652,2,Pune,51.0,Lac,Apartment,2026-02-19T17:09:44.902547,"2 BHK Flat  For Sale in Blue Skky Olive Phase II,Wagholi, Pune",https://www.magicbricks.com/propertyDetails/2-BHK-905-Sq-ft-Multistorey-Apartment-FOR-Sale-Wagholi-in-Pune&id=4d423735373037393339
715,2,Chennai,35.0,Lac,Apartment,2026-02-19T17:09:48.721045,"2 BHK Flat  For Sale in Unihomes,Nallambakkam, Chennai",https://www.magicbricks.com/propertyDetails/2-BHK-715-Sq-ft-Multistorey-Apartment-FOR-Sale-Nallambakkam-in-Chennai&id=4d423332303737373633
846,2,Pune,1.60,Cr,Apartment,2026-02-19T17:09:48.772469,"2 BHK Flat For Sale in Goodluck Apartment,Salisbury Park, Pune",https://www.magicbricks.com/propertyDetails/2-BHK-1175-Sq-ft-Multistorey-Apartment-FOR-Sale-Salisbury-Park-in-Pune&id=4d423735373037393933
1110,2,Hyderabad,75.0,Lac,Apartment,2026-02-19T17:09:48.856366,"2 BHK Flat For Sale inBachupally, Hyderabad",https://www.magicbricks.com/propertyDetails/2-BHK-1110-Sq-ft-Multistorey-Apartment-FOR-Sale-Bachupally-in-Hyderabad&id=4d423832383332333231
720,2,Pune,55.0,Lac,Apartment,2026-02-19T17:09:50.894703,"2 BHK Flat  For Sale in Gopi Puram CHS,Kondhwa, Pune",https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Sale-Kondhwa-in-Pune&id=4d423735373037393937
1036,2,Chennai,80.0,Lac,Apartment,2026-02-19T17:09:51.469781,"1036 Sq-ft  2 BHK Flat  For Sale inThirumazhisai, Chennai",https://www.magicbricks.com/propertyDetails/2-BHK-1036-Sq-ft-Multistorey-Apartment-FOR-Sale-Thirumazhisai-in-Chennai&id=4d423739383332313837
2000,3,Hyderabad,2.60,Cr,Apartment,2026-02-19T17:09:52.399329,"3 BHK  For Sale inMallampet, Hyderabad",https://www.magicbricks.com/propertyDetails/3-BHK-2000-Sq-ft-Villa-FOR-Sale-Mallampet-in-Hyderabad&id=4d423833313037343537
1554,3,Chennai,1.45,Cr,Villa,2026-02-19T17:09:56.094838,"3 BHK  House For Sale inPallavaram Kundrathur Road, Chennai",https://www.magicbricks.com/propertyDetails/3-BHK-1554-Sq-ft-Residential-House-FOR-Sale-Pallavaram-Kundrathur-Road-in-Chennai&id=4d423831393932373037
936,3,Pune,95.0,Lac,Apartment,2026-02-19T17:09:56.451112,"3 BHK Flat  For Sale in Swapnasamrajya Nagari CHS,Karve Road, Pune",https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Sale-Karve-Road-in-Pune&id=4d423735373038303239
950,2,Hyderabad,65.0,Lac,Apartment,2026-02-19T17:09:56.899480,"1200 Sq-ft  2 BHK Flat  For Sale inPragathi Nagar, Hyderabad",https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Sale-Pragathi-Nagar-in-Hyderabad&id=4d423833303539353737
1000,3,Chennai,90.0,Lac,Apartment,2026-02-19T17:09:59.910410,"3 BHK Flat  For Sale in SM Meadows,Essa, Chennai",https://www.magicbricks.com/propertyDetails/3-BHK-1388-Sq-ft-Multistorey-Apartment-FOR-Sale-Essa-in-Chennai&id=4d423739363339373633
1014,3,Pune,1.98,Cr,Apartment,2026-02-19T17:10:00.887233,"3 BHK Flat  For Sale in Darode Jog Shriniwas Bharatshree,Erandwane, Pune",https://www.magicbricks.com/propertyDetails/3-BHK-1408-Sq-ft-Multistorey-Apartment-FOR-Sale-Erandwane-in-Pune&id=4d423735373037383131
1200,2,Hyderabad,75.0,Lac,Apartment,2026-02-19T17:10:02.797541,"1210 Sq-ft  2 BHK Flat  For Sale inSai Ram Nagar Colony Nagole, Hyderabad",https://www.magicbricks.com/propertyDetails/2-BHK-1210-Sq-ft-Multistorey-Apartment-FOR-Sale-Sai-Ram-Nagar-Colony-Nagole-in-Hyderabad&id=4d423833303035303839
900,3,Chennai,40.0,Lac,Apartment,2026-02-19T17:10:03.014742,"900 Sq-ft  3 BHK Flat  For Sale inPuzhal, Chennai",https://www.magicbricks.com/propertyDetails/3-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Sale-Puzhal-in-Chennai&id=4d423733363439323035
857,3,Pune,1.69,Cr,Apartment,2026-02-19T17:10:04.229146,"3 BHK Flat  For Sale in Darode Jog Shriniwas Bharatshree,Bharatkunj 1, Pune",https://www.magicbricks.com/propertyDetails/3-BHK-1190-Sq-ft-Multistorey-Apartment-FOR-Sale-Bharat-Kunj-1-in-Pune&id=4d423735373037383133
1947,3,Chennai,83.0,Lac,Apartment,2026-02-19T17:10:07.202504,"3 BHK Flat  For Sale in Aqualily Apartments ,Chengalpattu, Chennai",https://www.magicbricks.com/propertyDetails/3-BHK-1947-Sq-ft-Multistorey-Apartment-FOR-Sale-Chengalpattu-in-Chennai&id=4d423635353936383539
1167,2,Hyderabad,77.0,Lac,Apartment,2026-02-19T17:10:08.661705,"2 BHK Flat For Sale inKarmanghat, Hyderabad",https://www.magicbricks.com/propertyDetails/2-BHK-1167-Sq-ft-Multistorey-Apartment-FOR-Sale-Karmanghat-in-Hyderabad&id=4d423832383739373333
565,2,Pune,58.0,Lac,Apartment,2026-02-19T17:10:10.523362,"785 Sq-ft  2 BHK Flat  For Sale inRajas Society, Pune",https://www.magicbricks.com/propertyDetails/2-BHK-785-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajas-Society-in-Pune&id=4d423735373037383139
900,2,Chennai,60.0,Lac,Apartment,2026-02-19T17:10:10.680643,"2 BHK Flat For Sale inMugalivakkam, Chennai",https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Sale-Mugalivakkam-in-Chennai&id=4d423736383438393835
1250,3,Hyderabad,1.52,Cr,Apartment,2026-02-19T17:10:13.048192,"3 BHK Flat  For Sale in Candeur Crescent,Serilingampally, Hyderabad",https://www.magicbricks.com/propertyDetails/3-BHK-1601-Sq-ft-Multistorey-Apartment-FOR-Sale-Serilingampally-in-Hyderabad&id=4d423832323837353237
434,2,Pune,50.0,Lac,Apartment,2026-02-19T17:10:13.348340,"2 BHK Flat  For Sale in TATA La Montana Phase 1,Talegaon Dabhade, Pune",https://www.magicbricks.com/propertyDetails/2-BHK-603-Sq-ft-Multistorey-Apartment-FOR-Sale-Talegaon-Dabhade-in-Pune&id=4d423735373037383633
1674,3,Chennai,1.65,Cr,Apartment,2026-02-19T17:10:15.067327,"3 BHK  For Sale in Casagrand Platinum,Perungalathur, Chennai",https://www.magicbricks.com/propertyDetails/3-BHK-1674-Sq-ft-Villa-FOR-Sale-Perungalathur-in-Chennai&id=4d423830333332393231
1200,2,Hyderabad,65.0,Lac,Villa,2026-02-19T17:10:16.940780,"2 BHK  House For Sale inShamirpet, Hyderabad",https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Residential-House-FOR-Sale-Shamirpet-in-Hyderabad&id=4d423734383138343237
701,2,Pune,47.0,Lac,Apartment,2026-02-19T17:10:17.377876,"2 BHK Flat  For Sale in TATA La Montana Phase 1,Talegaon Dabhade, Pune",https://www.magicbricks.com/propertyDetails/2-BHK-974-Sq-ft-Multistorey-Apartment-FOR-Sale-Talegaon-Dabhade-in-Pune&id=4d423735373037383637
1750,3,Chennai,82.0,Lac,Apartment,2026-02-19T17:10:19.580864,"3 BHK  For Sale in Sri Sai Nagar,Ottiambakkam, Chennai",https://www.magicbricks.com/propertyDetails/3-BHK-1875-Sq-ft-Villa-FOR-Sale-Ottiambakkam-in-Chennai&id=4d423831343234383033
1765,3,Pune,1.75,Cr,Multistorey Apartment,2026-02-19T17:10:21.534199,"3 BHK Flat For Sale inEiffel F ResidencesBalewadi, Pune",https://www.magicbricks.com/propertyDetails/3-BHK-1765-Sq-ft-Multistorey-Apartment-FOR-Sale-Balewadi-in-Pune&id=4d423735373037383733
1340,2,Hyderabad,1.38,Cr,Apartment,2026-02-19T17:10:21.979694,"2 BHK Flat For Sale inCandeur LakescapeKondapur, Hyderabad",https://www.magicbricks.com/propertyDetails/2-BHK-1340-Sq-ft-Multistorey-Apartment-FOR-Sale-Kondapur-in-Hyderabad&id=4d423833303739303537
728,2,Chennai,52.0,Lac,Apartment,2026-02-19T17:10:22.421719,"2 BHK Flat  For Sale in Jains Pebble Brook Phase I,Thoraipakkam, Chennai",https://www.magicbricks.com/propertyDetails/2-BHK-728-Sq-ft-Multistorey-Apartment-FOR-Sale-Thoraipakkam-in-Chennai&id=4d423833343234303535
1075,2,Pune,80.0,Lac,Multistorey Apartment,2026-02-19T17:10:25.698328,"2 BHK Flat For Sale inShree Venkatesh Kshitij Phase I & IIDatta Nagar, Pune",https://www.magicbricks.com/propertyDetails/2-BHK-1075-Sq-ft-Multistorey-Apartment-FOR-Sale-Datta-Nagar-in-Pune&id=4d423735373037383735
1250,2,Hyderabad,93.0,Lac,Apartment,2026-02-19T17:10:26.302845,"2 BHK Flat  For Sale in Signature Altius,Kollur, Hyderabad",https://www.magicbricks.com/propertyDetails/2-BHK-1420-Sq-ft-Multistorey-Apartment-FOR-Sale-Kollur-in-Hyderabad&id=4d423832383734323439
644,2,Chennai,47.0,Lac,Apartment,2026-02-19T17:10:26.788547,"2 BHK Builder Floor For Sale inShankar Nagar Pammal, Chennai",https://www.magicbricks.com/propertyDetails/2-BHK-644-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Shankar-Nagar-Pammal-in-Chennai&id=4d423833343330383637
1195,2,Hyderabad,90.0,Lac,Apartment,2026-02-19T17:10:29.903852,"2 BHK Flat  For Sale in Raheja Vistas,Nacharam, Hyderabad",https://www.magicbricks.com/propertyDetails/2-BHK-1195-Sq-ft-Multistorey-Apartment-FOR-Sale-Nacharam-in-Hyderabad&id=4d423833313631383035
684,2,Pune,60.0,Lac,Apartment,2026-02-19T17:10:31.311605,"950 Sq-ft  2 BHK Flat  For Sale inMohammed Wadi, Pune",https://www.magicbricks.com/propertyDetails/2-BHK-950-Sq-ft-Multistorey-Apartment-FOR-Sale-Mohammed-Wadi-in-Pune&id=4d423735373037383737
1074,2,Chennai,90.0,Lac,Apartment,2026-02-19T17:10:31.457856,"1074 Sq-ft  2 BHK Flat  For Sale inPorur, Chennai",https://www.magicbricks.com/propertyDetails/2-BHK-1074-Sq-ft-Multistorey-Apartment-FOR-Sale-Porur-in-Chennai&id=4d423833343239313933
2458,3,Hyderabad,2.30,Cr,Apartment,2026-02-19T17:10:33.355847,"3 BHK  For Sale in Sanvi Spring Woods,Mallampet, Hyderabad",https://www.magicbricks.com/propertyDetails/3-BHK-2458-Sq-ft-Villa-FOR-Sale-Mallampet-in-Hyderabad&id=4d423739333439363539
612,3,Pune,87.0,Lac,Apartment,2026-02-19T17:10:35.216976,"3 BHK Flat  For Sale in Godrej Parkridge,Manjri, Pune",https://www.magicbricks.com/propertyDetails/3-BHK-850-Sq-ft-Multistorey-Apartment-FOR-Sale-Manjri-in-Pune&id=4d423735373038313939
802,2,Chennai,1.05,Cr,Apartment,2026-02-19T17:10:37.243314,"2 BHK Flat  For Sale in Fomra Hues ,Porur, Chennai",https://www.magicbricks.com/propertyDetails/2-BHK-1122-Sq-ft-Multistorey-Apartment-FOR-Sale-Porur-in-Chennai&id=4d423833343239323031
1200,3,Hyderabad,85.0,Lac,Apartment,2026-02-19T17:10:37.650061,"1475 Sq-ft  3 BHK Flat  For Sale inSrinivas Colony Nizampet, Hyderabad",https://www.magicbricks.com/propertyDetails/3-BHK-1475-Sq-ft-Multistorey-Apartment-FOR-Sale-Srinivas-Colony-Nizampet-in-Hyderabad&id=4d423736393530363139
940,2,Pune,40.0,Lac,Apartment,2026-02-19T17:10:40.350331,"2 BHK Flat For Sale inSriram Niwas CHSTalegaon Dabhade, Pune",https://www.magicbricks.com/propertyDetails/2-BHK-940-Sq-ft-Multistorey-Apartment-FOR-Sale-Talegaon-Dabhade-in-Pune&id=4d423735373038323133
200,3,Hyderabad,2.20,Cr,Apartment,2026-02-19T17:10:42.326768,"3 BHK Owner Residential House  For SaleNeredmet, Hyderabad",https://www.magicbricks.com/propertyDetails/3-BHK-200-Sq-ft-Residential-House-FOR-Sale-Neredmet-in-Hyderabad&id=4d423739303132383239
700,2,Pune,36.0,Lac,Apartment,2026-02-19T17:10:43.533522,"2 BHK Flat For Sale inAmbegaon Pathar Road, Pune",https://www.magicbricks.com/propertyDetails/2-BHK-700-Sq-ft-Multistorey-Apartment-FOR-Sale-Ambegaon-Pathar-Road-in-Pune&id=4d423735373038323239
925,2,Chennai,80.0,Lac,Apartment,2026-02-19T17:10:44.035068,"925 Sq-ft  2 BHK Flat  For Sale inSembiyam, Chennai",https://www.magicbricks.com/propertyDetails/2-BHK-925-Sq-ft-Multistorey-Apartment-FOR-Sale-Sembiyam-in-Chennai&id=4d423833343335363235
1494,3,Hyderabad,1.25,Cr,Apartment,2026-02-19T17:10:46.300997,"3 BHK Flat  For Sale in Aparna Cyberon,Aparna Cyberon, Osman Nagar, Hyderabad,Aparna Cyberon, Osman Nagar, Hyderabad, Hyderabad",https://www.magicbricks.com/propertyDetails/3-BHK-1494-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Hyderabad&id=4d423739303231333433
454,2,Pune,35.0,Lac,Apartment,2026-02-19T17:10:46.693840,"630 Sq-ft  2 BHK Flat  For Sale inKasar Amboli, Pune",https://www.magicbricks.com/propertyDetails/2-BHK-630-Sq-ft-Multistorey-Apartment-FOR-Sale-Kasar-Amboli-in-Pune&id=4d423735373037373335
1067,2,Chennai,80.0,Lac,Apartment,2026-02-19T17:10:49.496694,"2 BHK  For Sale in Thirupathi Thirumalai Nagar,Nallambakkam, Chennai",https://www.magicbricks.com/propertyDetails/2-BHK-1067-Sq-ft-Villa-FOR-Sale-Nallambakkam-in-Chennai&id=4d423832333235343631
900,3,Pune,70.0,Lac,Apartment,2026-02-19T17:10:50.088434,"3 BHK Flat For Sale inAshirwad apartment chinchwad, Pune",https://www.magicbricks.com/propertyDetails/3-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Pune&id=4d423735373038313139
2449,3,Hyderabad,3.0,Cr,Apartment,2026-02-19T17:10:50.727400,"2449 Sq-ft  3 BHK Flat  For Sale inHimayath Nagar, Hyderabad",https://www.magicbricks.com/propertyDetails/3-BHK-2449-Sq-ft-Multistorey-Apartment-FOR-Sale-Himayath-Nagar-in-Hyderabad&id=4d423739303231323933
2200,3,Chennai,3.20,Cr,Apartment,2026-02-19T17:10:53.393455,"3 BHK Owner Residential House  For SaleVelachery, Chennai",https://www.magicbricks.com/propertyDetails/3-BHK-2300-Sq-ft-Residential-House-FOR-Sale-Velachery-in-Chennai&id=4d423831333035363335
638,2,Pune,23.0,Lac,Apartment,2026-02-19T17:10:54.278627,"2 BHK Flat  For Sale in Vastushodh Anandgram,Yavat, Pune",https://www.magicbricks.com/propertyDetails/2-BHK-824-Sq-ft-Multistorey-Apartment-FOR-Sale-Yavat-in-Pune&id=4d423630383339373835
1483,3,Hyderabad,1.35,Cr,Apartment,2026-02-19T17:10:55.185162,"1483 Sq-ft  3 BHK Flat  For Sale inKondapur, Hyderabad",https://www.magicbricks.com/propertyDetails/3-BHK-1483-Sq-ft-Multistorey-Apartment-FOR-Sale-Kondapur-in-Hyderabad&id=4d423732343038313039
654,2,Chennai,54.0,Lac,Apartment,2026-02-19T17:10:57.158165,"2 BHK Flat  For Sale in Sowparnika,Pallikaranai, Chennai",https://www.magicbricks.com/propertyDetails/2-BHK-854-Sq-ft-Multistorey-Apartment-FOR-Sale-Pallikaranai-in-Chennai&id=4d423637373438393335
1044,3,Pune,1.15,Cr,Apartment,2026-02-19T17:10:57.733831,"1044 Sq-ft  3 BHK Flat  For Sale inBaner, Pune",https://www.magicbricks.com/propertyDetails/3-BHK-1044-Sq-ft-Multistorey-Apartment-FOR-Sale-Baner-in-Pune&id=4d423832323333383935
1452,3,Hyderabad,1.54,Cr,Apartment,2026-02-19T17:11:00.020955,"3 BHK Flat  For Sale in Emami Swanlake,Kukatpally, Hyderabad",https://www.magicbricks.com/propertyDetails/3-BHK-1754-Sq-ft-Multistorey-Apartment-FOR-Sale-Kukatpally-in-Hyderabad&id=4d423832303332353831
876,2,Chennai,83.0,Lac,Apartment,2026-02-19T17:11:01.393240,"2 BHK Builder Floor For Sale inKorattur, Chennai",https://www.magicbricks.com/propertyDetails/2-BHK-876-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Korattur-in-Chennai&id=4d423832303936303737
1773,3,Hyderabad,75.0,Lac,Apartment,2026-02-19T17:11:03.358258,"3 BHK Flat For Sale inBandlaguda, secunderabad, Hyderabad",https://www.magicbricks.com/propertyDetails/3-BHK-1773-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Hyderabad&id=4d423830313238323533
713,3,Pune,62.0,Lac,Apartment,2026-02-19T17:11:04.665187,"3 BHK Flat  For Sale in Kumar Urban  Kul Utsav,Kondhwa, Pune",https://www.magicbricks.com/propertyDetails/3-BHK-889-Sq-ft-Multistorey-Apartment-FOR-Sale-Kondhwa-in-Pune&id=4d423833303531363337
1300,3,Chennai,77.0,Lac,Apartment,2026-02-19T17:11:06.112151,"3 BHK Flat  For Sale in Sekaran Lyrica,Perumbakkam, Chennai",https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Sale-Perumbakkam-in-Chennai&id=4d423739323437393835
1100,2,Pune,1.20,Cr,Apartment,2026-02-19T17:11:08.728618,"2 BHK Flat For Sale inShagun Perfect 10Balewadi, Pune",https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Sale-Balewadi-in-Pune&id=4d423833313737313235
550,3,Chennai,2.0,Cr,Apartment,2026-02-19T17:11:10.239667,"3 BHK  House For Sale inPoonamallee High Road, Chennai",https://www.magicbricks.com/propertyDetails/3-BHK-550-Sq-ft-Residential-House-FOR-Sale-Poonamallee-High-Road-in-Chennai&id=4d423735323937383735
1358,2,Hyderabad,1.20,Cr,Apartment,2026-02-19T17:11:10.697801,"2 BHK Flat  For Sale in Aparna Kanopy Yellow Bells,Gundlapochampally, Hyderabad",https://www.magicbricks.com/propertyDetails/2-BHK-1358-Sq-ft-Multistorey-Apartment-FOR-Sale-Gundlapochampally-in-Hyderabad&id=4d423736353937313539
880,3,Pune,1.20,Cr,Apartment,2026-02-19T17:11:13.252596,"3 BHK  880 Sq-ft  Flat  For SaleWagholi, Pune",https://www.magicbricks.com/propertyDetails/3-BHK-880-Sq-ft-Multistorey-Apartment-FOR-Sale-Wagholi-in-Pune&id=4d423833303636323533
1200,2,Hyderabad,1.40,Cr,Apartment,2026-02-19T17:11:15.078898,"2 BHK Flat For Sale inShaikpet Road, Hyderabad",https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Sale-Shaikpet-Road-in-Hyderabad&id=4d423734393234353533
1100,2,Chennai,1.50,Cr,Apartment,2026-02-19T17:11:15.650404,"2 BHK Builder Floor For Sale inPurasaiwakkam, Chennai",https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Purasaiwakkam-in-Chennai&id=4d423736333130323035
1309,3,Pune,2.80,Cr,Apartment,2026-02-19T17:11:17.023100,"3 BHK  1450 Sq-ft  Flat  For SaleBaner, Pune",https://www.magicbricks.com/propertyDetails/3-BHK-1450-Sq-ft-Multistorey-Apartment-FOR-Sale-Baner-in-Pune&id=4d423833303638333933
2290,3,Hyderabad,3.15,Cr,Apartment,2026-02-19T17:11:19.283256,"3 BHK Flat  For Sale in BSCPL Bollineni Bion,Botanical Garden Road, Hyderabad",https://www.magicbricks.com/propertyDetails/3-BHK-2290-Sq-ft-Multistorey-Apartment-FOR-Sale-Botanical-Garden-Road-in-Hyderabad&id=4d423738303634363933
1000,2,Chennai,87.0,Lac,Apartment,2026-02-19T17:11:21.211543,"2 BHK Owner Residential House  For SaleIyyappanthangal, Chennai",https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Residential-House-FOR-Sale-Iyyappanthangal-in-Chennai&id=4d423637353235373235
792,2,Pune,87.3,Lac,Apartment,2026-02-19T17:11:23.226661,"2 BHK  792 Sq-ft  Flat  For SaleRavet, Pune",https://www.magicbricks.com/propertyDetails/2-BHK-792-Sq-ft-Multistorey-Apartment-FOR-Sale-Ravet-in-Pune&id=4d423833313632303433
1535,3,Hyderabad,1.0,Cr,Apartment,2026-02-19T17:11:24.200408,"1535 Sq-ft  3 BHK Flat  For Sale inGopanapalli Thanda, Hyderabad",https://www.magicbricks.com/propertyDetails/3-BHK-1535-Sq-ft-Multistorey-Apartment-FOR-Sale-Gopanapalli-Thanda-in-Hyderabad&id=4d423736343133303735
1282,3,Chennai,77.0,Lac,Apartment,2026-02-19T17:11:25.646640,"3 BHK Flat For Sale inCasagrand SerenoThazhambur, Chennai",https://www.magicbricks.com/propertyDetails/3-BHK-1282-Sq-ft-Multistorey-Apartment-FOR-Sale-Thazhambur-in-Chennai&id=4d423731383133333033
1400,3,Chennai,9.0,Cr,Apartment,2026-02-19T17:11:29.214974,"3 BHK Owner Residential House  For SaleKilpauk, Chennai",https://www.magicbricks.com/propertyDetails/3-BHK-2706-Sq-ft-Residential-House-FOR-Sale-Kilpauk-in-Chennai&id=4d423832383332333637
1122,3,Pune,1.43,Cr,Apartment,2026-02-19T17:11:29.450827,"3 BHK  1122 Sq-ft  Flat  For SaleHinjewadi, Pune",https://www.magicbricks.com/propertyDetails/3-BHK-1122-Sq-ft-Multistorey-Apartment-FOR-Sale-Hinjewadi-in-Pune&id=4d423833313533373231
1314,2,Hyderabad,1.52,Cr,Apartment,2026-02-19T17:11:29.451089,"2 BHK Flat  For Sale in My Home Avatar,Narsingi, Hyderabad",https://www.magicbricks.com/propertyDetails/2-BHK-1314-Sq-ft-Multistorey-Apartment-FOR-Sale-Narsingi-in-Hyderabad&id=4d423832363030323835
2200,3,Hyderabad,1.87,Cr,Apartment,2026-02-19T17:11:33.503986,"3 BHK Flat For Sale inAditya DSR LakeSideGachibowli, Hyderabad",https://www.magicbricks.com/propertyDetails/3-BHK-2200-Sq-ft-Multistorey-Apartment-FOR-Sale-Gachibowli-in-Hyderabad&id=4d423736343131323933
880,2,Chennai,64.8,Lac,Apartment,2026-02-19T17:11:33.667136,"980 Sq-ft  2 BHK Flat  For Sale inBHEL Nagar Medavakkam, Chennai",https://www.magicbricks.com/propertyDetails/2-BHK-980-Sq-ft-Multistorey-Apartment-FOR-Sale-BHEL-Nagar-Medavakkam-in-Chennai&id=4d423831363039373139
943,2,Pune,1.24,Cr,Apartment,2026-02-19T17:11:33.821634,"2 BHK  943 Sq-ft  Flat  For SaleHinjewadi Phase 1, Pune",https://www.magicbricks.com/propertyDetails/2-BHK-943-Sq-ft-Multistorey-Apartment-FOR-Sale-Hinjewadi-Phase-1-in-Pune&id=4d423833313832353239
692,2,Pune,58.2,Lac,Apartment,2026-02-19T17:11:37.152945,"2 BHK  692 Sq-ft  Flat  For SaleHadapsar, Pune",https://www.magicbricks.com/propertyDetails/2-BHK-692-Sq-ft-Multistorey-Apartment-FOR-Sale-Hadapsar-in-Pune&id=4d423833343339363735
850,2,Hyderabad,43.0,Lac,Apartment,2026-02-19T17:11:37.691706,"2 BHK Flat For Sale inSaba AvenueKondapur, Hyderabad",https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Multistorey-Apartment-FOR-Sale-Kondapur-in-Hyderabad&id=4d423538313235313631
410,2,Chennai,46.0,Lac,Apartment,2026-02-19T17:11:37.846176,"2 BHK Flat  For Sale in KG Signature City Phase II,Mogappair West Ambattur Industrial Estate, Chennai",https://www.magicbricks.com/propertyDetails/2-BHK-610-Sq-ft-Multistorey-Apartment-FOR-Sale-Mogappair-West-Ambattur-Industrial-Estate-in-Chennai&id=4d423830393733393435
1901,2,Road in Hyderabad,2.10,Cr,Apartment,2026-02-19T17:11:42.230557,"2 BHK Owner Residential House  For SaleBeeramguda Main Road, Hyderabad",https://www.magicbricks.com/propertyDetails/2-BHK-139-Sq-yrd-Residential-House-FOR-Sale-Beeramguda-Main-Road-in-Hyderabad&id=4d423734343439393639
1161,3,Pune,1.13,Cr,Apartment,2026-02-19T17:11:43.320565,"3 BHK  1161 Sq-ft  Flat  For SaleCharholi Budruk, Pune",https://www.magicbricks.com/propertyDetails/3-BHK-1161-Sq-ft-Multistorey-Apartment-FOR-Sale-Charholi-Budruk-in-Pune&id=4d423833333834343931
987,2,Chennai,80.0,Lac,Apartment,2026-02-19T17:11:43.500011,"2 BHK Flat  For Sale in Casagrand Zenith,Medavakkam, Chennai",https://www.magicbricks.com/propertyDetails/2-BHK-987-Sq-ft-Multistorey-Apartment-FOR-Sale-Medavakkam-in-Chennai&id=4d423730363939373731
1270,2,Pune,2.34,Cr,Apartment,2026-02-19T17:11:46.455745,"2 BHK Flat For Sale inLodha CamelotWagholi, Pune",https://www.magicbricks.com/propertyDetails/2-BHK-1270-Sq-ft-Multistorey-Apartment-FOR-Sale-Wagholi-in-Pune&id=4d423833343639383135
2200,3,Hyderabad,1.50,Cr,Apartment,2026-02-19T17:11:47.710839,"3 BHK  For Sale inRampally, Hyderabad",https://www.magicbricks.com/propertyDetails/3-BHK-2387-Sq-ft-Villa-FOR-Sale-Rampally-in-Hyderabad&id=4d423638373231363633
1000,2,Chennai,80.0,Lac,Apartment,2026-02-19T17:11:47.809086,"2 BHK Flat For Sale inOMR, Chennai",https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Sale-OMR-in-Chennai&id=4d423831383833373639
1075,2,Hyderabad,60.0,Lac,Apartment,2026-02-19T17:11:50.900727,"2 BHK Flat For Sale inArchstone ApartmentsBandlaguda Jagir, Hyderabad",https://www.magicbricks.com/propertyDetails/2-BHK-1075-Sq-ft-Multistorey-Apartment-FOR-Sale-Bandlaguda-Jagir-in-Hyderabad&id=4d423633313536313937
