area_sqft,bhk,location,price,price_unit,property_type,scraped_at,title,url
1340,3,Mumbai,4.56,Cr,Apartment,2026-02-19T16:31:49.532593,"3 BHK  1340 Sq-ft  Flat  For SaleGoregaon West, Mumbai",https://www.magicbricks.com/propertyDetails/3-BHK-1340-Sq-ft-Multistorey-Apartment-FOR-Sale-Goregaon-West-in-Mumbai&id=4d423833313833303537
559,2,Mumbai,2.80,Cr,Apartment,2026-02-19T16:31:55.091647,"2 BHK Flat For Sale in Dosti Eastern Bay,Wadala East, Mumbai",https://www.magicbricks.com/propertyDetails/2-BHK-559-Sq-ft-Multistorey-Apartment-FOR-Sale-Wadala-East-in-Mumbai&id=4d423833323430313937
2203,3,Bangalore,2.96,Cr,Apartment,2026-02-19T16:31:55.136457,"3 BHK  2203 Sq-ft  Flat  For SaleYelahanka, Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-2203-Sq-ft-Multistorey-Apartment-FOR-Sale-Yelahanka-in-Bangalore&id=4d423833323839353939
1000,2,New Delhi,1.25,Cr,Apartment,2026-02-19T16:31:55.248101,"2 BHK Builder Floor For Sale inBlock 19 Tilak Nagar, New Delhi",https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Builder-Floor-Apartment-FOR-Sale-in-New-Delhi&id=4d423833343636333831
1170,3,Mumbai,4.15,Cr,Apartment,2026-02-19T16:31:58.957283,"3 BHK Flat For Sale inSahakar Excel AcropolisBandra East, Mumbai",https://www.magicbricks.com/propertyDetails/3-BHK-1170-Sq-ft-Multistorey-Apartment-FOR-Sale-Bandra-East-in-Mumbai&id=4d423833303331383137
918,3,New Delhi,70.0,Lac,Apartment,2026-02-19T16:31:59.186336,"3 BHK Builder Floor For Sale inBharat Vihar Madhu Vihar, New Delhi",https://www.magicbricks.com/propertyDetails/3-BHK-918-Sq-ft-Builder-Floor-Apartment-FOR-Sale-in-New-Delhi&id=4d423833343635303537
1051,2,Bangalore,1.28,Cr,Apartment,2026-02-19T16:32:01.592126,"2 BHK Flat For Sale in Sankalp Square,Hebbal, Bangalore",https://www.magicbricks.com/propertyDetails/2-BHK-1051-Sq-ft-Multistorey-Apartment-FOR-Sale-Hebbal-in-Bangalore&id=4d423833303736333833
225,2,New Delhi,16.0,Lac,Apartment,2026-02-19T16:32:01.849268,"2 BHK Owner Residential House  For SaleKarawal Nagar, New Delhi",https://www.magicbricks.com/propertyDetails/2-BHK-450-Sq-ft-Residential-House-FOR-Sale-Karawal-Nagar-in-New-Delhi&id=4d423833343731313331
1070,3,Mumbai,4.63,Cr,Apartment,2026-02-19T16:32:03.761865,"3 BHK  1070 Sq-ft  Flat  For SaleAndheri West, Mumbai",https://www.magicbricks.com/propertyDetails/3-BHK-1070-Sq-ft-Multistorey-Apartment-FOR-Sale-Andheri-West-in-Mumbai&id=4d423833323937343039
1665,3,Bangalore,2.59,Cr,Apartment,2026-02-19T16:32:05.534011,"3 BHK Flat For Sale inCentury Mirai Phase IMarathahalli, Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1665-Sq-ft-Multistorey-Apartment-FOR-Sale-Marathahalli-in-Bangalore&id=4d423833343537303135
1701,3,Ghaziabad,60.0,Lac,Apartment,2026-02-19T16:32:05.660946,"3 BHK Flat For Sale inSignature ResidencyTronica City, Ghaziabad",https://www.magicbricks.com/propertyDetails/3-BHK-1701-Sq-ft-Multistorey-Apartment-FOR-Sale-Tronica-City-in-Ghaziabad&id=4d423833343636353031
1516,3,Mumbai,9.11,Cr,Apartment,2026-02-19T16:32:08.068505,"3 BHK  1840 Sq-ft  Flat  For SaleChembur, Mumbai",https://www.magicbricks.com/propertyDetails/3-BHK-1840-Sq-ft-Multistorey-Apartment-FOR-Sale-Chembur-in-Mumbai&id=4d423833303739313733
805,2,Greater Noida,35.0,Lac,Apartment,2026-02-19T16:32:08.593101,"2 BHK Flat  For Sale in Sri Nimi Vihar,Noida Extension, Greater Noida",https://www.magicbricks.com/propertyDetails/2-BHK-805-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Greater-Noida&id=4d423833343538303331
1837,3,Bangalore,1.35,Cr,Apartment,2026-02-19T16:32:08.783237,"3 BHK Flat For Sale inEmbassy GreenshoreDevanahalli, Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1837-Sq-ft-Multistorey-Apartment-FOR-Sale-Devanahalli-in-Bangalore&id=4d423833313038333331
1090,3,Mumbai,5.42,Cr,Apartment,2026-02-19T16:32:11.627235,"3 BHK Flat For Sale inRustomjee PriveBandra East, Mumbai",https://www.magicbricks.com/propertyDetails/3-BHK-1090-Sq-ft-Multistorey-Apartment-FOR-Sale-Bandra-East-in-Mumbai&id=4d423833303539303235
1027,3,Ghaziabad,1.10,Cr,Apartment,2026-02-19T16:32:11.649598,"3 BHK Flat  For Sale in Landcraft Golf Links PH 2,Pandav Nagar, Ghaziabad",https://www.magicbricks.com/propertyDetails/3-BHK-1027-Sq-ft-Multistorey-Apartment-FOR-Sale-Pandav-Nagar-in-Ghaziabad&id=4d423833343633353733
1533,3,Bangalore,1.79,Cr,Apartment,2026-02-19T16:32:14.355786,"3 BHK  1533 Sq-ft  Flat  For SaleHosa Road, Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1533-Sq-ft-Multistorey-Apartment-FOR-Sale-Hosa-Road-in-Bangalore&id=4d423833333536373739
1090,3,Mumbai,4.90,Cr,Apartment,2026-02-19T16:32:14.618692,"3 BHK Flat For Sale inKonark Ganga Niwas CHS Ltd.Vile Parle East, Mumbai",https://www.magicbricks.com/propertyDetails/3-BHK-1090-Sq-ft-Multistorey-Apartment-FOR-Sale-Vile-Parle-East-in-Mumbai&id=4d423833333532353235
1050,2,New Delhi,1.50,Cr,Apartment,2026-02-19T16:32:15.354751,"2 BHK Flat For Sale inManocha ApartmentVikaspuri Block F, New Delhi",https://www.magicbricks.com/propertyDetails/2-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Sale-Vikaspuri-Block-F-in-New-Delhi&id=4d423833343630383939
1210,3,Mumbai,3.31,Cr,Apartment,2026-02-19T16:32:17.867752,"3 BHK Flat For Sale inCodename Triumph Tower 1Bhandup West, Mumbai",https://www.magicbricks.com/propertyDetails/3-BHK-1210-Sq-ft-Multistorey-Apartment-FOR-Sale-Bhandup-West-in-Mumbai&id=4d423833343438303739
1889,2,Bangalore,3.50,Cr,Apartment,2026-02-19T16:32:19.270703,"2 BHK  1889 Sq-ft  Flat  For SaleHebbal, Bangalore",https://www.magicbricks.com/propertyDetails/2-BHK-1889-Sq-ft-Multistorey-Apartment-FOR-Sale-Hebbal-in-Bangalore&id=4d423833323838363935
1965,3,Gurgaon,3.15,Cr,Apartment,2026-02-19T16:32:21.069137,"1965 Sq-ft  3 BHK Flat  For Sale inSector 95, Gurgaon",https://www.magicbricks.com/propertyDetails/3-BHK-1965-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-95-in-Gurgaon&id=4d423833343531343931
824,2,Mumbai,3.25,Cr,Apartment,2026-02-19T16:32:21.798500,"2 BHK Flat For Sale inAdani Linkbay ResidencesAndheri West, Mumbai",https://www.magicbricks.com/propertyDetails/2-BHK-824-Sq-ft-Multistorey-Apartment-FOR-Sale-Andheri-West-in-Mumbai&id=4d423833333739323539
1740,3,Bangalore,1.47,Cr,Apartment,2026-02-19T16:32:22.888794,"3 BHK  1740 Sq-ft  Flat  For SaleVarthur, Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1740-Sq-ft-Multistorey-Apartment-FOR-Sale-Varthur-in-Bangalore&id=4d423832363630333739
900,2,Ghaziabad,80.0,Lac,Apartment,2026-02-19T16:32:24.743862,"2 BHK Flat For Sale inNiti Khand IINeeti Khand 2, Ghaziabad",https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Sale-Neeti-Khand-2-in-Ghaziabad&id=4d423833343532383731
1668,3,Mumbai,11.94,Cr,Apartment,2026-02-19T16:32:26.313604,"3 BHK Flat For Sale inRaheja Modern VivareaMahalakshmi, Mumbai",https://www.magicbricks.com/propertyDetails/3-BHK-1668-Sq-ft-Multistorey-Apartment-FOR-Sale-Mahalakshmi-in-Mumbai&id=4d423833323335393131
1634,3,Bangalore,1.80,Cr,Apartment,2026-02-19T16:32:26.973485,"3 BHK  1634 Sq-ft  Flat  For SaleHoskote, Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1634-Sq-ft-Multistorey-Apartment-FOR-Sale-Hoskote-in-Bangalore&id=4d423833313033333039
1470,2,Ghaziabad,1.55,Cr,Apartment,2026-02-19T16:32:27.952284,"2 BHK Flat For Sale inAhinsa Khand 1, Ghaziabad",https://www.magicbricks.com/propertyDetails/2-BHK-1470-Sq-ft-Multistorey-Apartment-FOR-Sale-Ahinsa-Khand-1-in-Ghaziabad&id=4d423833343532313033
1202,3,Mumbai,4.99,Cr,Apartment,2026-02-19T16:32:31.399069,"3 BHK  1202 Sq-ft  Flat  For SaleBandra East, Mumbai",https://www.magicbricks.com/propertyDetails/3-BHK-1202-Sq-ft-Multistorey-Apartment-FOR-Sale-Bandra-East-in-Mumbai&id=4d423833343338333137
1791,3,Noida,3.0,Cr,Apartment,2026-02-19T16:32:31.514802,"3 BHK Flat  For Sale in Greatvalue Sharanam,Sector 107, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1791-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423833343532313037
1666,3,Bangalore,1.75,Cr,Apartment,2026-02-19T16:32:31.805711,"3 BHK  1666 Sq-ft  Flat  For SaleElectronics City Phase 1, Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1666-Sq-ft-Multistorey-Apartment-FOR-Sale-Electronics-City-Phase-1-in-Bangalore&id=4d423833323135343135
700,2,Greater Noida,1.15,Cr,Apartment,2026-02-19T16:32:35.855800,"2 BHK Flat For Sale inAce Divino, Greater Noida",https://www.magicbricks.com/propertyDetails/2-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Greater-Noida&id=4d423833343531353731
1056,3,Mumbai,3.26,Cr,Apartment,2026-02-19T16:32:37.348245,"3 BHK Flat For Sale inShapoorji Pallonji The Canvas ResidencesSewri, Mumbai",https://www.magicbricks.com/propertyDetails/3-BHK-1056-Sq-ft-Multistorey-Apartment-FOR-Sale-Sewri-in-Mumbai&id=4d423833313036313037
1319,3,Bangalore,3.40,Cr,Apartment,2026-02-19T16:32:39.515670,"3 BHK  2050 Sq-ft  Flat  For SaleBanashankari Stage 2, Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-2050-Sq-ft-Multistorey-Apartment-FOR-Sale-Banashankari-Stage-2-in-Bangalore&id=4d423833323531353237
900,2,Gurgaon,95.0,Lac,Villa,2026-02-19T16:32:39.532619,"2 BHK Flat For Sale inIMT Road, Gurgaon",https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Gurgaon&id=4d423833343531383435
1321,3,Mumbai,7.93,Cr,Apartment,2026-02-19T16:32:41.531355,"3 BHK Flat For Sale in Kalpataru Magnus,Bandra East, Mumbai",https://www.magicbricks.com/propertyDetails/3-BHK-1321-Sq-ft-Multistorey-Apartment-FOR-Sale-Bandra-East-in-Mumbai&id=4d423833343432303931
500,2,Greater Noida,28.0,Lac,Villa,2026-02-19T16:32:43.095995,"2 BHK Owner Residential House  For SaleGautam budh nagar, Greater Noida",https://www.magicbricks.com/propertyDetails/2-BHK-500-Sq-ft-Residential-House-FOR-Sale-Gautam-budh-nagar-in-Greater-Noida&id=4d423833343534363937
1200,2,Bangalore,1.45,Cr,Apartment,2026-02-19T16:32:43.531066,"2 BHK Flat For Sale inTVS Emerald AuralisYelahanka, Bangalore",https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Sale-Yelahanka-in-Bangalore&id=4d423833323530353033
774,2,Mumbai,5.70,Cr,Apartment,2026-02-19T16:32:46.076647,"2 BHK  774 Sq-ft  Flat  For SaleMahalakshmi, Mumbai",https://www.magicbricks.com/propertyDetails/2-BHK-774-Sq-ft-Multistorey-Apartment-FOR-Sale-Mahalakshmi-in-Mumbai&id=4d423833303931363431
550,2,New Delhi,30.0,Lac,Apartment,2026-02-19T16:32:47.189541,"2 BHK  House For Sale inUttam Nagar, New Delhi",https://www.magicbricks.com/propertyDetails/2-BHK-65-Sq-yrd-Residential-House-FOR-Sale-Uttam-Nagar-in-New-Delhi&id=4d423833343533333939
1048,3,Bangalore,1.56,Cr,Apartment,2026-02-19T16:32:47.334501,"3 BHK  1048 Sq-ft  Flat  For SaleDevanahalli, Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1048-Sq-ft-Multistorey-Apartment-FOR-Sale-Devanahalli-in-Bangalore&id=4d423833333636343531
1800,3,Noida,5.65,Cr,Apartment,2026-02-19T16:32:51.611009,"3 BHK Flat  For Sale in Parx Laureate,Sector 108, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-3302-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-108-in-Noida&id=4d423833343535303333
728,2,Mumbai,2.65,Cr,Apartment,2026-02-19T16:32:51.851472,"2 BHK  728 Sq-ft  Flat  For SaleKandivali West, Mumbai",https://www.magicbricks.com/propertyDetails/2-BHK-728-Sq-ft-Multistorey-Apartment-FOR-Sale-Kandivali-West-in-Mumbai&id=4d423832393631393437
1319,3,Bangalore,3.43,Cr,Apartment,2026-02-19T16:32:52.222389,"3 BHK  2070 Sq-ft  Flat  For SaleBanashankari Stage 2, Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-2070-Sq-ft-Multistorey-Apartment-FOR-Sale-Banashankari-Stage-2-in-Bangalore&id=4d423833323932373933
1440,3,Greater Noida,1.20,Cr,Apartment,2026-02-19T16:32:55.346813,"3 BHK Flat  For Sale in Presithum,Sector 25, Greater Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1440-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-25-in-Greater-Noida&id=4d423833343632373531
835,3,Mumbai,3.27,Cr,Apartment,2026-02-19T16:32:55.781464,"3 BHK  835 Sq-ft  Flat  For SaleAndheri West, Mumbai",https://www.magicbricks.com/propertyDetails/3-BHK-835-Sq-ft-Multistorey-Apartment-FOR-Sale-Andheri-West-in-Mumbai&id=4d423833323638393637
1595,3,Bangalore,1.62,Cr,Apartment,2026-02-19T16:32:56.660045,"3 BHK  1595 Sq-ft  Flat  For SaleSarjapur Road, Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1595-Sq-ft-Multistorey-Apartment-FOR-Sale-Sarjapur-Road-in-Bangalore&id=4d423833323833333533
610,2,Mumbai,1.59,Cr,Apartment,2026-02-19T16:32:59.033075,"2 BHK  610 Sq-ft  Flat  For SaleVikhroli East, Mumbai",https://www.magicbricks.com/propertyDetails/2-BHK-610-Sq-ft-Multistorey-Apartment-FOR-Sale-Vikhroli-East-in-Mumbai&id=4d423833333933353737
225,2,New Delhi,14.5,Lac,Apartment,2026-02-19T16:32:59.185337,"2 BHK  House For Sale inKirari Suleman Nagar, New Delhi",https://www.magicbricks.com/propertyDetails/2-BHK-225-Sq-ft-Residential-House-FOR-Sale-Kirari-Suleman-Nagar-in-New-Delhi&id=4d423833343538303831
2492,3,Bangalore,3.50,Cr,Apartment,2026-02-19T16:33:02.052189,"3 BHK  2492 Sq-ft  Flat  For SaleWhitefield, Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-2492-Sq-ft-Multistorey-Apartment-FOR-Sale-whitefield-in-Bangalore&id=4d423833343437393831
600,2,New Delhi,31.5,Lac,Apartment,2026-02-19T16:33:02.927349,"2 BHK Builder Floor For Sale inDwarka Mor, New Delhi",https://www.magicbricks.com/propertyDetails/2-BHK-600-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Dwarka-Mor-in-New-Delhi&id=4d423833343631363031
1265,3,Mumbai,4.56,Cr,Apartment,2026-02-19T16:33:03.750436,"3 BHK  1265 Sq-ft  Flat  For SaleWadala, Mumbai",https://www.magicbricks.com/propertyDetails/3-BHK-1265-Sq-ft-Multistorey-Apartment-FOR-Sale-Wadala-in-Mumbai&id=4d423833333638323335
1000,2,New Delhi,1.40,Cr,Apartment,2026-02-19T16:33:06.052032,"2 BHK Flat For Sale insfs golden jubilee apartment rohini sector 11, New Delhi",https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Sale-in-New-Delhi&id=4d423833343434373631
1095,2,Bangalore,1.19,Cr,Apartment,2026-02-19T16:33:07.286493,"2 BHK  1095 Sq-ft  Flat  For SaleHoskote, Bangalore",https://www.magicbricks.com/propertyDetails/2-BHK-1095-Sq-ft-Multistorey-Apartment-FOR-Sale-Hoskote-in-Bangalore&id=4d423833313730323333
1202,3,Mumbai,4.99,Cr,Apartment,2026-02-19T16:33:07.793926,"3 BHK Flat For Sale inRaymond The Address by GS BandraBandra East, Mumbai",https://www.magicbricks.com/propertyDetails/3-BHK-1202-Sq-ft-Multistorey-Apartment-FOR-Sale-Bandra-East-in-Mumbai&id=4d423833313837353933
1450,3,Gurgaon,2.45,Cr,Apartment,2026-02-19T16:33:10.737640,"3 BHK Flat  For Sale in BPTP Spacio,Garauli Khurd, Gurgaon",https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Sale-Garauli-Khurd-in-Gurgaon&id=4d423833343433323837
1140,3,Mumbai,4.54,Cr,Apartment,2026-02-19T16:33:12.045339,"3 BHK Flat For Sale inBharat AuravistasAndheri West, Mumbai",https://www.magicbricks.com/propertyDetails/3-BHK-1140-Sq-ft-Multistorey-Apartment-FOR-Sale-Andheri-West-in-Mumbai&id=4d423833313136373535
1666,3,Bangalore,1.75,Cr,Apartment,2026-02-19T16:33:12.874285,"3 BHK  1666 Sq-ft  Flat  For SaleElectronics City Phase 1, Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1666-Sq-ft-Multistorey-Apartment-FOR-Sale-Electronics-City-Phase-1-in-Bangalore&id=4d423833313032313733
750,2,Gurgaon,75.0,Lac,Apartment,2026-02-19T16:33:15.841779,"2 BHK Flat For Sale inSignature The RoseliaSector 95A, Gurgaon",https://www.magicbricks.com/propertyDetails/2-BHK-750-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-95A-in-Gurgaon&id=4d423833343432363631
627,2,Mumbai,65.2,Lac,Apartment,2026-02-19T16:33:16.707356,"2 BHK  627 Sq-ft  Flat  For SaleNaigaon East, Mumbai",https://www.magicbricks.com/propertyDetails/2-BHK-627-Sq-ft-Multistorey-Apartment-FOR-Sale-Naigaon-East-in-Mumbai&id=4d423833333739363037
1790,3,Bangalore,2.60,Cr,Apartment,2026-02-19T16:33:17.203855,"3 BHK Flat For Sale inSumadhura Capitol ResidencesWhitefield, Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1790-Sq-ft-Multistorey-Apartment-FOR-Sale-whitefield-in-Bangalore&id=4d423833343133373035
585,2,New Delhi,32.0,Lac,Apartment,2026-02-19T16:33:19.515869,"2 BHK Builder Floor For Sale inMansa Ram Park, New Delhi",https://www.magicbricks.com/propertyDetails/2-BHK-585-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Mansa-Ram-Park-in-New-Delhi&id=4d423833343432393439
956,3,Mumbai,1.72,Cr,Apartment,2026-02-19T16:33:21.299758,"3 BHK Flat For Sale inPrestige Garden TrailsMira Road East, Mumbai",https://www.magicbricks.com/propertyDetails/3-BHK-956-Sq-ft-Multistorey-Apartment-FOR-Sale-Mira-Road-East-in-Mumbai&id=4d423833313731333935
1915,3,Bangalore,2.80,Cr,Apartment,2026-02-19T16:33:22.481898,"3 BHK  1915 Sq-ft  Flat  For SalePanathur, Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1915-Sq-ft-Multistorey-Apartment-FOR-Sale-Panathur-in-Bangalore&id=4d423833323237363835
1675,3,Gurgaon,1.65,Cr,Apartment,2026-02-19T16:33:22.764363,"3 BHK Flat  For Sale in Ramprastha The Edge Towers,Garauli Khurd, Gurgaon",https://www.magicbricks.com/propertyDetails/3-BHK-1675-Sq-ft-Multistorey-Apartment-FOR-Sale-Garauli-Khurd-in-Gurgaon&id=4d423833343432303437
750,2,New Delhi,80.0,Lac,Apartment,2026-02-19T16:33:24.899131,"2 BHK Builder Floor For Sale inSector 22 Rohini, New Delhi",https://www.magicbricks.com/propertyDetails/2-BHK-750-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Rohini-Sector-22-in-New-Delhi&id=4d423833343438343535
890,2,Mumbai,3.40,Cr,Apartment,2026-02-19T16:33:25.270803,"2 BHK  890 Sq-ft  Flat  For SalePowai, Mumbai",https://www.magicbricks.com/propertyDetails/2-BHK-890-Sq-ft-Multistorey-Apartment-FOR-Sale-Powai-in-Mumbai&id=4d423833313630373635
1240,3,Mumbai,3.89,Cr,Apartment,2026-02-19T16:33:28.473103,"3 BHK  1240 Sq-ft  Flat  For SaleBorivali West, Mumbai",https://www.magicbricks.com/propertyDetails/3-BHK-1240-Sq-ft-Multistorey-Apartment-FOR-Sale-Borivali-West-in-Mumbai&id=4d423832373934383233
2860,3,Bangalore,2.98,Cr,Apartment,2026-02-19T16:33:28.759639,"3 BHK  2860 Sq-ft  Flat  For SaleBagaluru, Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-2860-Sq-ft-Multistorey-Apartment-FOR-Sale-Bagaluru-in-Bangalore&id=4d423833343631393731
800,3,Gurgaon,1.41,Cr,Apartment,2026-02-19T16:33:30.633312,"3 BHK Flat  For Sale in Signature Global City 92 Phase 2,Sector 92, Gurgaon",https://www.magicbricks.com/propertyDetails/3-BHK-1190-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-92-in-Gurgaon&id=4d423833343439343639
1950,3,Bangalore,2.14,Cr,Apartment,2026-02-19T16:33:32.559631,"3 BHK Flat For Sale inThe Adwaith By SanjeeviniGunjur, Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1950-Sq-ft-Multistorey-Apartment-FOR-Sale-Gunjur-in-Bangalore&id=4d423833323636393339
824,2,Mumbai,3.25,Cr,Apartment,2026-02-19T16:33:33.219617,"2 BHK  824 Sq-ft  Flat  For SaleAndheri West, Mumbai",https://www.magicbricks.com/propertyDetails/2-BHK-824-Sq-ft-Multistorey-Apartment-FOR-Sale-Andheri-West-in-Mumbai&id=4d423833333133363731
125,3,New Delhi,1.45,Cr,Apartment,2026-02-19T16:33:34.841970,"3 BHK Owner Residential House  For SaleBudh Vihar Phase 1, New Delhi",https://www.magicbricks.com/propertyDetails/3-BHK-85-Sq-yrd-Residential-House-FOR-Sale-Budh-Vihar-Phase-1-in-New-Delhi&id=4d423833343438363735
1313,3,Mumbai,4.73,Cr,Apartment,2026-02-19T16:33:37.025843,"3 BHK  1313 Sq-ft  Flat  For SaleWadala, Mumbai",https://www.magicbricks.com/propertyDetails/3-BHK-1313-Sq-ft-Multistorey-Apartment-FOR-Sale-Wadala-in-Mumbai&id=4d423833343435333735
1990,3,Bangalore,3.10,Cr,Apartment,2026-02-19T16:33:37.391471,"3 BHK Flat For Sale inCentury Mirai Phase IMarathahalli, Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1990-Sq-ft-Multistorey-Apartment-FOR-Sale-Marathahalli-in-Bangalore&id=4d423833333532313933
558,2,New Delhi,59.5,Lac,Apartment,2026-02-19T16:33:38.648760,"2 BHK Builder Floor For Sale inShyam Nagar, New Delhi",https://www.magicbricks.com/propertyDetails/2-BHK-666-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Shyam-Nagar-in-New-Delhi&id=4d423833343336323731
2492,3,Bangalore,3.50,Cr,Apartment,2026-02-19T16:33:40.860535,"3 BHK  2492 Sq-ft  Flat  For SaleWhitefield, Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-2492-Sq-ft-Multistorey-Apartment-FOR-Sale-whitefield-in-Bangalore&id=4d423833343034303133
854,2,Mumbai,3.84,Cr,Apartment,2026-02-19T16:33:41.290683,"2 BHK  854 Sq-ft  Flat  For SaleByculla, Mumbai",https://www.magicbricks.com/propertyDetails/2-BHK-854-Sq-ft-Multistorey-Apartment-FOR-Sale-Byculla-in-Mumbai&id=4d423833303135383935
3000,3,Greater Noida,35.0,Cr,Villa,2026-02-19T16:33:41.559067,3 BHK Villa For Sale inGreater Noida,https://www.magicbricks.com/propertyDetails/3-BHK-3000-Sq-ft-Villa-FOR-Sale-in-Greater-Noida&id=4d423833343337333237
844,2,Mumbai,3.60,Cr,Apartment,2026-02-19T16:33:44.922759,"2 BHK Flat For Sale inGodrej VistasVikhroli, Mumbai",https://www.magicbricks.com/propertyDetails/2-BHK-844-Sq-ft-Multistorey-Apartment-FOR-Sale-Vikhroli-in-Mumbai&id=4d423833313030333831
2697,3,Bangalore,5.86,Cr,Apartment,2026-02-19T16:33:45.133896,"3 BHK Flat For Sale in Embassy Pristine,Ring Road, Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-2697-Sq-ft-Multistorey-Apartment-FOR-Sale-Ring-Road-in-Bangalore&id=4d423833303935343735
1700,3,Faridabad,1.0,Cr,Apartment,2026-02-19T16:33:45.525650,"3 BHK Builder Floor For Sale inSector 49, Faridabad",https://www.magicbricks.com/propertyDetails/3-BHK-146-Sq-yrd-Builder-Floor-Apartment-FOR-Sale-Sector-49-in-Faridabad&id=4d423833343430363637
1321,3,Mumbai,7.93,Cr,Apartment,2026-02-19T16:33:47.783681,"3 BHK Flat For Sale in Kalpataru Magnus,Bandra East, Mumbai",https://www.magicbricks.com/propertyDetails/3-BHK-1321-Sq-ft-Multistorey-Apartment-FOR-Sale-Bandra-East-in-Mumbai&id=4d423833313033373939
1500,3,Noida,3.0,Cr,Apartment,2026-02-19T16:33:50.180050,"3 BHK  1759 Sq-ft  Flat  For SaleSector 104, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1759-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-104-in-Noida&id=4d423832333436313933
1915,3,Bangalore,2.80,Cr,Apartment,2026-02-19T16:33:51.537207,"3 BHK  1915 Sq-ft  Flat  For SalePanathur, Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1915-Sq-ft-Multistorey-Apartment-FOR-Sale-Panathur-in-Bangalore&id=4d423833333831313833
1199,3,Mumbai,4.68,Cr,Apartment,2026-02-19T16:33:52.096320,"3 BHK  1199 Sq-ft  Flat  For SaleAndheri West, Mumbai",https://www.magicbricks.com/propertyDetails/3-BHK-1199-Sq-ft-Multistorey-Apartment-FOR-Sale-Andheri-West-in-Mumbai&id=4d423833313830313135
2834,3,Gurgaon,4.81,Cr,Apartment,2026-02-19T16:33:55.402655,"3 BHK Flat For Sale inThe Palatial by Hero HomesSector 104, Gurgaon",https://www.magicbricks.com/propertyDetails/3-BHK-2834-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-104-in-Gurgaon&id=4d423833343234373137
1826,3,Bangalore,1.36,Cr,Apartment,2026-02-19T16:33:57.979736,"3 BHK Flat For Sale inThe Clan by Global EdificeSarjapur, Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1826-Sq-ft-Multistorey-Apartment-FOR-Sale-Sarjapur-in-Bangalore&id=4d423832353435383739
716,2,Mumbai,2.31,Cr,Apartment,2026-02-19T16:33:58.991191,"2 BHK  716 Sq-ft  Flat  For SaleBorivali West, Mumbai",https://www.magicbricks.com/propertyDetails/2-BHK-716-Sq-ft-Multistorey-Apartment-FOR-Sale-Borivali-West-in-Mumbai&id=4d423833313739363139
